date,product_id,category,brand,region,customer_id,age,loyalty_tier,price,discount,qty_sold,ad_spend,channel,holiday,competitor_price,stock,revenue
2024-08-22,P285,Hats,Adidas,Kolkata,C722,32,Platinum,4850,13,2,7748,Website,1,2320,105,8439.0
2024-03-04,P221,Sneakers,Nike,Kolkata,C940,42,Silver,4808,30,14,2504,Website,0,4742,235,47118.4
2024-08-05,P231,Sneakers,Zara,Mumbai,C608,56,Bronze,4586,47,36,755,Facebook,1,2855,418,87500.88
2024-11-02,P156,Hats,Puma,Mumbai,C860,51,Bronze,2092,23,32,5463,Website,0,5070,124,51546.880000000005
2025-02-06,P208,Hats,Levis,Delhi,C791,56,Bronze,2204,31,24,16965,Facebook,0,4425,224,36498.24
2024-03-11,P128,Socks,Levis,Delhi,C288,58,Silver,1153,13,36,19682,Facebook,0,2416,312,36111.96
2024-06-05,P110,Socks,Adidas,Chennai,C359,38,Bronze,3584,1,37,11350,Google Ads,0,4735,99,131281.91999999998
2024-08-28,P228,Hats,Zara,Kolkata,C419,29,Platinum,1890,39,37,11090,Facebook,0,3102,480,42657.299999999996
2025-02-25,P297,Socks,Nike,Chennai,C608,40,Platinum,3604,17,17,4924,Website,1,4942,85,50852.439999999995
2025-01-04,P179,Hats,Puma,Delhi,C282,32,Gold,2766,40,45,10185,Instagram,1,2599,405,74682.0
2025-02-27,P244,Sneakers,Nike,Mumbai,C420,36,Silver,3695,23,21,9056,Facebook,1,2334,150,59748.15
2024-07-28,P194,Sneakers,Nike,Kolkata,C993,44,Bronze,1725,35,4,4585,Facebook,1,2169,451,4485.0
2025-01-05,P288,Sneakers,Puma,Delhi,C768,58,Gold,1298,17,25,9993,Website,0,3120,50,26933.499999999996
2025-02-03,P183,Jackets,Puma,Mumbai,C347,36,Gold,4018,22,25,4180,Website,0,1147,338,78351.0
2024-12-31,P218,Jeans,Zara,Mumbai,C299,35,Bronze,2844,20,6,14297,Facebook,0,4232,62,13651.2
2024-03-19,P229,Socks,Puma,Delhi,C798,18,Silver,3331,39,44,1873,Website,1,4922,333,89404.04
2024-05-09,P208,Jackets,Zara,Kolkata,C919,62,Bronze,3827,30,27,16111,Website,0,1986,235,72330.29999999999
2024-12-16,P284,Jeans,Adidas,Bangalore,C291,49,Gold,4661,36,18,7762,Google Ads,0,3429,83,53694.72
2025-02-03,P159,Jackets,Nike,Kolkata,C679,47,Silver,4659,33,41,9161,Facebook,0,2723,154,127982.73
2024-04-22,P128,Sneakers,Levis,Bangalore,C493,36,Silver,2423,23,22,15591,Website,1,4064,51,41045.62
2024-05-23,P106,T-shirts,Adidas,Delhi,C248,54,Silver,2592,2,11,5345,Instagram,0,5094,339,27941.76
2024-10-07,P256,T-shirts,Levis,Kolkata,C184,32,Bronze,2238,9,20,15098,Facebook,0,2743,73,40731.600000000006
2024-08-13,P188,T-shirts,Zara,Kolkata,C516,62,Platinum,3145,37,17,9887,Facebook,1,3084,356,33682.95
2024-09-25,P232,Sneakers,Levis,Bangalore,C876,36,Gold,1954,30,18,17245,Google Ads,0,3031,247,24620.399999999998
2024-09-17,P285,Hats,Levis,Bangalore,C873,19,Gold,3704,30,4,15761,Facebook,1,1023,377,10371.199999999999
2024-10-18,P162,Jeans,Levis,Chennai,C235,30,Bronze,4938,25,12,8792,Facebook,1,5429,239,44442.0
2024-04-30,P220,Sneakers,Levis,Bangalore,C979,23,Gold,1842,9,2,4397,Facebook,1,2690,323,3352.44
2024-07-06,P178,Jeans,Zara,Chennai,C379,42,Gold,1019,19,40,4588,Website,1,3654,246,33015.600000000006
2024-12-18,P219,Sneakers,Adidas,Delhi,C587,27,Silver,1179,39,40,13384,Instagram,0,1653,297,28767.6
2024-12-29,P159,Sneakers,Levis,Delhi,C942,44,Platinum,1194,40,35,16733,Google Ads,1,2079,195,25074.0
2024-10-12,P111,Jeans,Levis,Mumbai,C710,64,Gold,2481,40,3,12578,Website,1,826,307,4465.799999999999
2024-12-15,P204,Jackets,Nike,Chennai,C669,37,Silver,1508,13,2,14101,Instagram,0,2930,313,2623.92
2024-09-10,P233,Sneakers,Zara,Chennai,C933,24,Silver,1153,36,45,831,Google Ads,0,802,330,33206.4
2024-07-14,P178,T-shirts,Zara,Bangalore,C578,47,Silver,4075,22,44,4729,Facebook,0,803,50,139854.0
2024-03-12,P155,Socks,Zara,Bangalore,C381,22,Bronze,2499,13,49,14336,Facebook,1,3048,95,106532.37000000001
2024-05-06,P146,T-shirts,Puma,Chennai,C193,46,Gold,4381,13,41,5887,Google Ads,1,3469,144,156270.27
2024-12-10,P243,Sneakers,Puma,Chennai,C540,35,Silver,1915,31,7,19725,Google Ads,0,2050,266,9249.449999999999
2025-02-02,P200,Hats,Levis,Kolkata,C791,63,Gold,2478,13,22,7546,Website,1,3727,202,47428.920000000006
2024-05-14,P257,Socks,Zara,Delhi,C869,26,Gold,3667,35,33,14313,Google Ads,1,5315,452,78657.15000000001
2024-12-20,P286,T-shirts,Adidas,Chennai,C454,34,Platinum,2750,30,12,2697,Website,1,816,70,23099.999999999996
2024-06-07,P214,Hats,Puma,Kolkata,C903,34,Silver,4054,14,13,13288,Google Ads,0,5055,434,45323.72
2025-02-13,P148,Jeans,Levis,Kolkata,C413,62,Silver,3080,39,19,1239,Google Ads,0,3856,148,35697.2
2024-03-05,P201,Jackets,Adidas,Chennai,C502,45,Bronze,2584,11,6,5443,Website,0,1330,137,13798.560000000001
2024-04-03,P152,Socks,Nike,Bangalore,C657,50,Silver,3614,29,30,678,Website,0,4698,349,76978.2
2024-05-06,P103,Jeans,Nike,Bangalore,C215,64,Bronze,4714,11,22,14035,Website,1,1960,403,92300.12
2024-05-23,P138,Hats,Adidas,Chennai,C478,57,Platinum,2546,43,41,18574,Facebook,1,949,427,59500.02000000001
2024-10-27,P203,Hats,Adidas,Kolkata,C605,37,Gold,4124,16,19,6601,Website,0,2347,164,65819.04
2024-12-08,P114,T-shirts,Puma,Kolkata,C395,27,Gold,4845,10,44,17564,Website,0,1727,254,191862.0
2024-09-25,P219,Sneakers,Zara,Chennai,C721,27,Bronze,4818,10,25,4839,Website,0,3286,468,108405.0
2024-11-26,P136,Sneakers,Levis,Kolkata,C891,59,Silver,4962,22,22,4814,Instagram,0,1679,177,85147.92
2024-05-27,P288,T-shirts,Puma,Bangalore,C680,56,Platinum,3109,33,17,18308,Instagram,1,839,473,35411.509999999995
2024-12-27,P228,Jeans,Puma,Chennai,C113,53,Bronze,4810,16,9,11007,Facebook,1,2235,298,36363.6
2025-01-24,P294,Jeans,Zara,Bangalore,C888,25,Bronze,1204,3,48,7303,Google Ads,0,1215,188,56058.23999999999
2024-08-19,P151,Jackets,Nike,Chennai,C196,22,Bronze,2422,32,1,3814,Website,1,843,253,1646.9599999999998
2024-04-28,P207,T-shirts,Zara,Chennai,C791,24,Bronze,2645,16,49,19314,Website,0,1921,445,108868.19999999998
2025-01-16,P226,T-shirts,Zara,Mumbai,C993,41,Gold,1708,43,24,4108,Facebook,0,3663,389,23365.440000000002
2024-06-02,P172,Sneakers,Puma,Delhi,C804,24,Bronze,4153,18,4,16236,Instagram,0,1544,231,13621.84
2024-09-30,P290,T-shirts,Zara,Mumbai,C342,64,Silver,3395,7,13,3122,Instagram,1,851,239,41045.549999999996
2024-12-02,P128,Socks,Adidas,Mumbai,C645,59,Silver,1770,3,10,15331,Facebook,1,4809,344,17169.0
2024-03-27,P120,Jackets,Puma,Mumbai,C170,21,Silver,2854,18,32,9663,Facebook,0,1404,101,74888.96
2024-07-18,P284,Jeans,Levis,Bangalore,C730,56,Platinum,2204,3,45,19200,Website,0,3810,401,96204.6
2024-09-24,P149,Jeans,Nike,Bangalore,C648,28,Platinum,1237,28,19,10250,Facebook,1,5009,128,16922.16
2024-07-25,P175,Socks,Adidas,Chennai,C978,57,Silver,2416,38,24,6493,Website,0,4256,454,35950.08
2024-09-23,P145,Sneakers,Zara,Delhi,C593,47,Gold,1076,25,21,4594,Instagram,0,5420,159,16947.0
2025-01-19,P164,Sneakers,Zara,Kolkata,C142,21,Silver,4728,6,32,10834,Instagram,0,1498,361,142218.24
2024-10-11,P176,Hats,Adidas,Kolkata,C705,25,Gold,1069,16,49,4624,Google Ads,0,3147,225,44000.03999999999
2024-11-16,P126,Jeans,Puma,Mumbai,C251,56,Gold,4575,33,42,3418,Website,1,1308,389,128740.49999999999
2024-10-16,P186,Hats,Puma,Kolkata,C945,54,Bronze,3393,40,20,579,Instagram,0,2067,56,40716.0
2024-09-20,P129,Socks,Zara,Delhi,C279,52,Silver,1613,39,39,11709,Google Ads,0,1632,418,38373.27
2024-08-31,P119,Socks,Adidas,Kolkata,C180,22,Platinum,3532,20,28,14507,Website,1,4016,319,79116.80000000002
2025-02-21,P182,Jeans,Levis,Bangalore,C525,23,Platinum,2446,13,28,13380,Google Ads,1,3458,340,59584.56
2025-02-08,P203,Hats,Puma,Bangalore,C528,57,Silver,3005,25,42,10497,Google Ads,1,1807,173,94657.5
2025-02-12,P231,Jackets,Puma,Bangalore,C227,27,Platinum,1859,40,11,2530,Website,0,1561,406,12269.399999999998
2024-04-03,P205,Jeans,Levis,Chennai,C783,20,Platinum,3781,18,34,6830,Facebook,1,1154,59,105414.28
2024-05-21,P195,Sneakers,Levis,Bangalore,C832,30,Silver,3093,17,5,3460,Google Ads,1,3344,427,12835.95
2024-05-23,P165,Jeans,Puma,Bangalore,C450,27,Gold,2839,42,31,13080,Website,1,1147,86,51045.22
2024-10-21,P110,Jeans,Zara,Chennai,C975,55,Silver,3796,43,42,18391,Instagram,1,3977,60,90876.24
2024-07-15,P296,T-shirts,Levis,Kolkata,C640,28,Bronze,2795,29,5,11632,Google Ads,1,4953,119,9922.25
2024-10-14,P165,Jackets,Zara,Chennai,C879,33,Gold,4358,7,49,7347,Website,1,2967,492,198594.05999999997
2024-06-01,P229,T-shirts,Nike,Bangalore,C246,18,Platinum,3290,30,10,18299,Instagram,1,5069,133,23030.0
2025-01-31,P213,Jeans,Adidas,Chennai,C541,24,Bronze,4528,28,29,9157,Instagram,0,1246,433,94544.64
2024-03-01,P167,Sneakers,Nike,Delhi,C371,45,Bronze,4032,14,47,11703,Instagram,0,1536,441,162973.44
2024-10-10,P240,T-shirts,Nike,Mumbai,C310,24,Bronze,2661,19,35,8741,Website,0,1801,446,75439.35
2025-02-21,P129,Sneakers,Nike,Bangalore,C225,30,Bronze,1640,6,9,9405,Google Ads,1,1744,383,13874.4
2024-10-04,P275,Sneakers,Zara,Chennai,C723,24,Gold,1027,3,28,16765,Facebook,0,3262,237,27893.32
2024-09-12,P293,Jeans,Adidas,Chennai,C720,55,Platinum,2554,14,38,15440,Instagram,1,992,395,83464.72
2024-05-01,P228,T-shirts,Nike,Chennai,C259,55,Gold,1307,43,10,16622,Facebook,1,4882,246,7449.9000000000015
2024-06-18,P243,Jeans,Levis,Delhi,C750,59,Gold,2750,8,39,15791,Website,0,4373,252,98670.0
2024-12-17,P193,Hats,Nike,Bangalore,C975,28,Bronze,3217,3,35,6525,Instagram,0,2797,151,109217.15
2025-01-08,P162,Sneakers,Adidas,Bangalore,C952,41,Silver,2393,6,23,19980,Facebook,0,2562,82,51736.66
2024-06-18,P214,Jackets,Levis,Chennai,C927,48,Gold,3024,11,13,9204,Website,0,1755,396,34987.68
2024-05-20,P299,Hats,Puma,Delhi,C730,48,Bronze,2466,30,27,628,Instagram,0,5206,178,46607.399999999994
2024-06-09,P272,Jackets,Puma,Delhi,C225,63,Bronze,1738,5,32,2362,Instagram,0,4722,464,52835.2
2025-01-25,P126,Jackets,Nike,Chennai,C495,28,Bronze,3484,0,22,8853,Google Ads,0,3240,451,76648.0
2024-04-09,P273,Socks,Levis,Chennai,C692,47,Gold,3416,29,7,13670,Website,0,2657,354,16977.519999999997
2024-05-24,P134,Socks,Zara,Mumbai,C757,35,Platinum,3241,3,27,12529,Instagram,0,1643,396,84881.79
2025-01-15,P205,Jackets,Nike,Bangalore,C389,42,Bronze,1407,45,21,16072,Facebook,1,5310,105,16250.85
2024-09-21,P198,Socks,Adidas,Mumbai,C218,34,Bronze,3096,44,12,16946,Facebook,1,3231,84,20805.120000000003
2024-10-29,P109,T-shirts,Nike,Chennai,C851,64,Gold,4162,1,9,11722,Facebook,1,2378,361,37083.42
2024-08-12,P116,Hats,Zara,Delhi,C302,36,Silver,2251,30,5,13556,Instagram,1,934,423,7878.499999999999
2025-01-11,P219,Hats,Puma,Delhi,C592,43,Platinum,3211,10,36,6089,Website,0,4448,159,104036.40000000001
2024-06-19,P248,Sneakers,Zara,Delhi,C197,36,Platinum,2576,25,12,4816,Instagram,0,3056,159,23184.0
2024-08-29,P240,Jeans,Zara,Kolkata,C651,56,Gold,2285,11,28,6873,Facebook,1,1674,256,56942.200000000004
2024-07-18,P122,Jeans,Levis,Delhi,C393,20,Platinum,2871,47,25,14500,Facebook,0,1421,111,38040.75
2024-03-13,P111,Jeans,Levis,Kolkata,C597,29,Bronze,2876,12,3,8919,Google Ads,0,2357,50,7592.64
2025-02-11,P195,Hats,Puma,Bangalore,C496,38,Bronze,3463,39,16,3033,Website,0,2892,401,33798.88
2024-11-25,P239,T-shirts,Levis,Chennai,C576,26,Silver,4662,13,13,13627,Instagram,0,1991,471,52727.22
2024-03-18,P178,Jackets,Puma,Bangalore,C373,46,Bronze,3053,27,4,4967,Website,0,1539,327,8914.76
2024-07-09,P202,Sneakers,Levis,Bangalore,C392,41,Platinum,2088,25,30,10158,Instagram,1,4036,190,46980.0
2024-06-02,P183,Socks,Puma,Bangalore,C212,60,Silver,2847,9,45,6754,Instagram,0,5446,93,116584.65
2024-08-23,P173,Sneakers,Zara,Delhi,C529,35,Silver,1828,25,13,16225,Facebook,1,4390,293,17823.0
2024-09-30,P229,Jackets,Puma,Mumbai,C892,64,Silver,4387,34,39,9510,Instagram,1,4393,124,112921.37999999999
2024-04-02,P293,Jeans,Adidas,Bangalore,C988,36,Platinum,3192,46,15,10836,Website,0,5117,147,25855.2
2024-11-30,P283,Sneakers,Nike,Kolkata,C918,35,Platinum,1730,22,33,11588,Google Ads,0,3066,303,44530.200000000004
2024-08-19,P176,Socks,Puma,Mumbai,C409,29,Silver,4895,26,16,12926,Google Ads,1,2138,249,57956.8
2024-06-08,P141,Jeans,Nike,Chennai,C251,33,Silver,4158,25,29,7736,Google Ads,0,3110,471,90436.5
2024-03-09,P253,Jackets,Nike,Kolkata,C706,61,Silver,2429,2,43,14028,Website,1,1582,383,102358.06
2024-10-06,P168,Jeans,Adidas,Mumbai,C852,64,Bronze,3480,20,11,10467,Instagram,1,4969,122,30624.0
2024-11-03,P144,Socks,Puma,Kolkata,C276,45,Gold,3448,28,40,17484,Google Ads,1,2370,53,99302.4
2025-02-17,P209,T-shirts,Nike,Delhi,C703,23,Gold,2963,29,9,9208,Instagram,0,4674,464,18933.57
2024-08-25,P287,Jeans,Levis,Delhi,C284,34,Platinum,2887,7,20,19817,Website,0,3578,80,53698.2
2024-04-29,P224,Hats,Adidas,Mumbai,C337,61,Gold,2005,12,15,1916,Instagram,0,3883,264,26466.0
2024-07-17,P158,Jeans,Adidas,Kolkata,C918,28,Bronze,3778,28,35,14389,Website,0,5250,305,95205.59999999999
2024-04-27,P178,Jackets,Puma,Kolkata,C198,55,Gold,2137,25,19,13223,Google Ads,0,5213,64,30452.25
2024-12-12,P295,T-shirts,Adidas,Chennai,C193,38,Bronze,4446,25,47,18453,Facebook,0,2935,416,156721.5
2024-08-13,P206,Jeans,Adidas,Kolkata,C671,35,Silver,4677,43,22,3458,Website,1,3979,88,58649.58000000001
2025-02-17,P258,Sneakers,Nike,Mumbai,C604,39,Platinum,2596,23,4,762,Instagram,1,1259,216,7995.68
2025-02-09,P150,Jeans,Puma,Mumbai,C180,44,Gold,4477,36,44,4159,Google Ads,1,2329,267,126072.32
2024-09-23,P123,Jeans,Zara,Delhi,C736,41,Gold,4713,9,43,1266,Facebook,0,3301,327,184419.69
2024-09-02,P222,Hats,Nike,Bangalore,C464,27,Silver,2081,47,9,11613,Website,0,3772,145,9926.37
2024-06-26,P211,Jeans,Nike,Delhi,C805,44,Silver,2728,37,42,11298,Instagram,1,2133,436,72182.88
2024-03-10,P204,Hats,Nike,Kolkata,C702,48,Silver,1624,29,27,15090,Instagram,0,1065,235,31132.079999999998
2025-01-02,P137,Jeans,Levis,Bangalore,C571,54,Silver,2528,29,40,18724,Instagram,1,3426,208,71795.2
2024-05-02,P292,Hats,Zara,Kolkata,C977,57,Silver,2133,15,42,13721,Instagram,0,2466,65,76148.09999999999
2024-09-07,P220,Jeans,Puma,Chennai,C957,60,Gold,3840,27,25,13297,Facebook,0,1300,119,70080.0
2024-08-29,P183,Socks,Levis,Bangalore,C354,30,Platinum,2545,24,45,8911,Website,0,1425,220,87039.0
2025-01-29,P258,Jeans,Zara,Bangalore,C951,32,Bronze,2089,30,13,12424,Website,1,1392,369,19009.899999999998
2024-11-14,P263,Hats,Zara,Bangalore,C765,59,Gold,1210,5,49,3975,Google Ads,1,2113,138,56325.5
2025-01-11,P104,Jeans,Nike,Mumbai,C484,29,Silver,3703,42,43,13330,Website,0,3180,181,92352.82
2024-09-12,P168,Socks,Puma,Delhi,C528,28,Platinum,4001,45,5,11893,Website,1,1724,437,11002.75
2024-09-30,P200,Jackets,Zara,Delhi,C248,64,Silver,4638,28,7,13773,Website,0,1837,469,23375.519999999997
2024-03-06,P128,Sneakers,Puma,Bangalore,C537,63,Platinum,3464,4,39,17669,Website,1,1490,70,129692.16
2024-09-06,P197,Jackets,Levis,Mumbai,C118,64,Gold,1453,27,33,12097,Facebook,1,4880,55,35002.770000000004
2024-06-16,P224,Sneakers,Levis,Kolkata,C372,37,Platinum,3465,8,48,19058,Website,0,3751,494,153014.40000000002
2024-06-05,P238,Sneakers,Adidas,Mumbai,C612,27,Platinum,3473,41,33,3050,Google Ads,0,3060,365,67619.31000000001
2025-02-12,P204,Jeans,Puma,Bangalore,C508,53,Gold,4796,32,18,2386,Facebook,0,3198,115,58703.03999999999
2024-09-20,P234,Jeans,Zara,Chennai,C954,23,Bronze,3553,43,10,14540,Website,0,2002,382,20252.100000000002
2024-12-14,P143,Sneakers,Levis,Mumbai,C214,43,Platinum,1360,13,4,3737,Google Ads,0,3514,232,4732.8
2024-12-02,P184,Socks,Levis,Chennai,C411,46,Platinum,4854,48,48,2633,Facebook,0,2007,378,121155.84
2024-03-20,P298,Sneakers,Adidas,Delhi,C968,23,Bronze,2043,27,10,14257,Google Ads,1,2398,405,14913.899999999998
2024-11-07,P211,Socks,Levis,Chennai,C133,42,Bronze,1765,26,3,11235,Google Ads,0,3971,333,3918.2999999999997
2024-06-11,P255,Hats,Levis,Kolkata,C329,57,Platinum,4742,4,30,13796,Website,1,4430,388,136569.59999999998
2024-08-29,P107,Jeans,Nike,Mumbai,C141,49,Platinum,1022,29,46,5427,Facebook,0,4929,466,33378.52
2024-03-23,P252,Sneakers,Nike,Kolkata,C933,41,Gold,1520,46,32,8075,Facebook,1,3989,448,26265.600000000002
2024-09-11,P121,Jeans,Levis,Mumbai,C563,43,Gold,1723,8,32,13443,Facebook,0,4065,101,50725.12
2024-11-16,P292,Sneakers,Nike,Kolkata,C684,24,Platinum,3639,28,49,3056,Instagram,0,4381,195,128383.92
2024-11-23,P220,Hats,Nike,Chennai,C123,55,Platinum,1512,12,2,15195,Google Ads,0,2837,180,2661.12
2024-04-25,P197,Jackets,Levis,Delhi,C447,29,Bronze,3615,47,1,12039,Facebook,0,4376,105,1915.95
2024-10-08,P238,Jeans,Levis,Delhi,C380,23,Gold,2634,9,46,18931,Instagram,1,4855,60,110259.24
2024-06-26,P253,Jackets,Puma,Mumbai,C159,61,Platinum,3406,11,40,7699,Instagram,0,1300,495,121253.6
2025-01-11,P183,Jeans,Puma,Chennai,C219,24,Silver,3625,27,1,11737,Facebook,0,994,438,2646.25
2025-02-17,P249,Hats,Zara,Mumbai,C769,22,Gold,1879,0,47,19110,Instagram,0,1281,126,88313.0
2024-05-14,P223,Jeans,Adidas,Mumbai,C946,32,Platinum,2914,19,14,3665,Instagram,1,1099,80,33044.76
2024-03-12,P156,Hats,Zara,Chennai,C785,51,Platinum,3719,9,34,18125,Website,0,4092,76,115065.86
2024-10-09,P164,Hats,Adidas,Delhi,C937,52,Bronze,1908,0,17,13859,Website,0,3870,312,32436.0
2024-09-22,P248,Hats,Zara,Bangalore,C883,64,Bronze,4660,13,29,7220,Website,0,2174,183,117571.79999999999
2025-01-14,P110,Socks,Levis,Chennai,C799,40,Gold,2224,39,34,18863,Google Ads,0,2372,376,46125.759999999995
2024-06-04,P177,Jeans,Puma,Chennai,C945,49,Silver,3698,36,45,19871,Facebook,1,1490,241,106502.40000000001
2025-02-24,P115,Sneakers,Adidas,Mumbai,C627,50,Gold,4549,2,22,15439,Facebook,0,3126,158,98076.43999999999
2024-11-12,P192,Jackets,Zara,Bangalore,C171,46,Platinum,3277,16,2,11663,Website,1,916,297,5505.36
2024-11-28,P272,T-shirts,Puma,Bangalore,C441,33,Gold,3383,16,22,12388,Facebook,0,5181,392,62517.84
2024-05-15,P151,T-shirts,Puma,Mumbai,C630,32,Platinum,2800,24,16,4531,Facebook,1,2602,389,34048.0
2024-08-20,P196,Socks,Adidas,Delhi,C453,48,Bronze,4414,23,47,7311,Facebook,0,3741,211,159742.66
2024-06-06,P153,T-shirts,Zara,Delhi,C756,52,Platinum,1287,41,28,4558,Facebook,1,1581,171,21261.240000000005
2024-03-22,P282,Sneakers,Levis,Mumbai,C142,18,Platinum,3874,26,7,12265,Facebook,1,2835,322,20067.32
2024-04-21,P261,Hats,Adidas,Kolkata,C375,51,Gold,2451,49,11,3327,Instagram,1,1185,482,13750.11
2024-11-12,P137,Jackets,Puma,Delhi,C224,27,Bronze,3415,18,26,4422,Google Ads,0,4275,489,72807.8
2025-02-10,P244,Jackets,Nike,Mumbai,C859,30,Bronze,4098,7,37,9017,Website,1,894,134,141012.18
2024-09-11,P145,Jeans,Zara,Mumbai,C906,40,Silver,1983,20,3,12757,Facebook,0,2027,208,4759.200000000001
2024-03-03,P192,Hats,Puma,Delhi,C926,56,Silver,1810,49,21,3898,Google Ads,1,3517,123,19385.100000000002
2024-07-04,P173,T-shirts,Adidas,Bangalore,C599,60,Platinum,1006,44,36,10387,Google Ads,1,1756,418,20280.96
2024-08-21,P167,Jackets,Zara,Chennai,C778,54,Gold,2158,48,48,12700,Instagram,1,4643,343,53863.68000000001
2025-01-11,P195,Jackets,Puma,Bangalore,C108,64,Bronze,3504,1,6,8268,Instagram,0,2325,65,20813.760000000002
2025-02-11,P186,Jackets,Adidas,Mumbai,C638,38,Gold,2526,36,23,12841,Instagram,1,1342,496,37182.72
2024-08-03,P174,T-shirts,Adidas,Mumbai,C901,46,Platinum,3212,42,5,14334,Google Ads,1,3879,317,9314.800000000001
2025-02-01,P141,Jackets,Puma,Mumbai,C151,53,Gold,4130,41,26,1370,Instagram,1,1392,453,63354.200000000004
2024-03-21,P103,Jackets,Adidas,Chennai,C841,37,Gold,1264,38,11,10151,Website,1,1145,132,8620.48
2025-01-05,P147,Jeans,Nike,Kolkata,C597,44,Silver,3317,40,49,12736,Facebook,0,5130,446,97519.79999999999
2024-12-04,P273,Jeans,Adidas,Chennai,C202,62,Platinum,4322,16,13,4567,Google Ads,0,2164,95,47196.24
2024-09-06,P165,Sneakers,Levis,Kolkata,C942,63,Silver,4958,35,29,6103,Google Ads,1,2459,499,93458.3
2024-05-10,P249,Jeans,Nike,Chennai,C934,33,Bronze,1828,40,47,14237,Instagram,0,4691,260,51549.6
2024-06-15,P102,Jackets,Adidas,Mumbai,C183,30,Platinum,2041,42,30,15135,Facebook,0,5192,311,35513.40000000001
2024-04-15,P284,Jackets,Puma,Chennai,C815,36,Platinum,3985,9,32,19063,Facebook,1,4423,52,116043.2
2025-02-11,P257,Hats,Nike,Bangalore,C423,64,Platinum,1923,23,28,1282,Google Ads,0,5332,325,41459.880000000005
2024-05-17,P103,Socks,Puma,Chennai,C181,22,Platinum,2700,45,27,19239,Instagram,1,3739,388,40095.00000000001
2024-07-14,P131,Jeans,Levis,Chennai,C996,48,Silver,1673,48,29,9119,Google Ads,1,1105,429,25228.84
2024-09-27,P232,T-shirts,Puma,Delhi,C845,62,Bronze,2464,16,31,12266,Google Ads,1,5090,425,64162.55999999999
2024-12-19,P269,Hats,Puma,Mumbai,C549,43,Silver,4484,7,46,19693,Facebook,0,4573,450,191825.52
2024-08-27,P238,Socks,Puma,Bangalore,C744,64,Bronze,2209,19,24,7656,Facebook,1,3928,454,42942.96000000001
2024-06-18,P280,Socks,Levis,Chennai,C821,58,Gold,3602,25,49,822,Facebook,1,1023,182,132373.5
2025-01-23,P200,Jeans,Levis,Chennai,C689,19,Gold,3213,7,29,9429,Instagram,0,4371,254,86654.60999999999
2024-12-11,P271,Hats,Nike,Kolkata,C911,45,Gold,1456,8,37,16280,Facebook,0,5196,194,49562.24
2025-02-26,P168,Hats,Nike,Chennai,C786,41,Bronze,2169,29,38,1872,Facebook,0,4112,122,58519.62
2024-11-09,P107,Hats,Nike,Mumbai,C749,32,Bronze,1913,44,32,7927,Google Ads,1,2011,183,34280.96000000001
2024-12-27,P158,Jackets,Zara,Chennai,C601,49,Platinum,1253,26,36,8557,Website,1,4026,248,33379.92
2024-09-05,P218,Sneakers,Zara,Bangalore,C143,48,Silver,3482,35,16,5382,Google Ads,1,3920,54,36212.8
2024-05-01,P141,Jackets,Levis,Chennai,C427,30,Bronze,4362,28,39,10673,Facebook,1,1139,395,122484.95999999999
2024-07-17,P285,Socks,Zara,Kolkata,C511,58,Bronze,3954,24,42,14849,Facebook,0,2528,271,126211.68
2024-12-14,P124,Sneakers,Zara,Delhi,C314,60,Bronze,2514,4,1,16084,Google Ads,1,2555,304,2413.44
2024-08-12,P137,Jeans,Adidas,Bangalore,C377,35,Gold,4523,34,13,14573,Google Ads,1,5117,277,38807.34
2024-07-26,P179,T-shirts,Nike,Bangalore,C673,18,Gold,3534,15,15,1800,Website,0,2052,110,45058.5
2024-05-22,P149,Jackets,Levis,Chennai,C274,36,Silver,4225,15,7,1989,Instagram,1,3932,356,25138.75
2024-05-24,P190,Jackets,Zara,Delhi,C116,43,Bronze,2573,17,15,18592,Facebook,1,1910,426,32033.849999999995
2024-04-24,P187,Jeans,Zara,Chennai,C887,31,Bronze,2609,37,26,11624,Google Ads,1,809,156,42735.42
2025-02-17,P236,Sneakers,Puma,Kolkata,C423,55,Platinum,2771,36,37,7111,Google Ads,0,5055,322,65617.28
2025-01-09,P207,T-shirts,Zara,Delhi,C306,58,Silver,4642,49,7,19313,Website,1,3065,174,16571.940000000002
2024-03-18,P263,Sneakers,Puma,Mumbai,C834,45,Platinum,1788,7,14,13502,Facebook,0,1709,130,23279.76
2024-08-09,P134,Jeans,Zara,Delhi,C859,37,Bronze,2489,30,37,18714,Website,0,3265,496,64465.1
2024-12-01,P288,Sneakers,Nike,Mumbai,C226,54,Bronze,3143,38,49,7963,Google Ads,0,2176,298,95484.34000000001
2025-01-02,P222,Jeans,Nike,Chennai,C959,56,Bronze,4507,48,32,19843,Instagram,0,2002,113,74996.48
2024-07-04,P106,Hats,Puma,Kolkata,C118,22,Platinum,4843,45,6,12888,Website,1,2286,125,15981.900000000001
2024-03-10,P105,Hats,Adidas,Kolkata,C911,30,Platinum,1148,10,48,14594,Website,1,2071,91,49593.600000000006
2025-01-20,P111,Jeans,Puma,Bangalore,C815,23,Gold,2715,0,13,12893,Google Ads,0,4662,181,35295.0
2024-11-26,P167,Sneakers,Levis,Kolkata,C288,47,Gold,1308,36,18,2334,Instagram,1,3919,457,15068.16
2024-04-30,P192,Jackets,Adidas,Delhi,C502,38,Silver,2973,2,39,7612,Website,1,2028,431,113628.06
